_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
11661,A1373271,,CAT,TORTIE-B\O,,DOMESTIC MH,SPAYED,,NO AGE,2025-02-14T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,RTF,,BEH M,DOYLE RD/GLEN TREE DR,SAN JOSE,2025-02-21T00:00:00
11662,A1373273,,CAT,PT-LILAC,,DOMESTIC SH,NEUTERED,2023-05-14T00:00:00,2 YEARS,2025-02-14T00:00:00,MED R,STRAY,OTC,,2025-02-15T00:00:00,RTF,,BEH R,ENNING AVE/HERRICK AVE,SAN JOSE,2025-02-15T00:00:00
11663,A1373275,,DOG,WHITE,,POMERANIAN,SPAYED,2024-12-06T00:00:00,5 MONTHS,2025-02-14T00:00:00,MED R,STRAY,OTC,,2025-02-19T00:00:00,ADOPTION,,HEALTHY,LICK AVE/ALMA AVE,SAN JOSE,2025-02-19T00:00:00
11664,A1373276,PAPRIKA,OTHER,BROWN,WHITE,RABBIT SH,FEMALE,,NO AGE,2025-02-14T00:00:00,HEALTHY,STRAY,OTC,,,,,,KENNEDY DR / N PARK VICTORIA DR,MILPITAS,2025-02-23T00:00:00
11665,A1373277,GUSS,DOG,BROWN,WHITE,SIBERIAN HUSKY,NEUTERED,2024-02-19T00:00:00,1 YEAR 3 MONTHS,2025-02-14T00:00:00,MED R,STRAY,OTC,,2025-04-02T00:00:00,ADOPTION,,HEALTHY,SENTER RD X MONTEREY RD,SAN JOSE,2025-04-02T00:00:00
11666,A1373278,,DOG,GRAY,WHITE,PIT BULL,FEMALE,2025-02-06T00:00:00,12 WEEKS,2025-02-14T00:00:00,NURSING,OWNER SUR,OTC,,2025-02-14T00:00:00,TRANSFER,,NURSING,,SAN JOSE,2025-02-14T00:00:00
11667,A1373279,,BIRD,BLUE,,PARROT,FEMALE,2010-02-14T00:00:00,15 YEARS,2025-02-14T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-14T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2025-02-14T00:00:00
11668,A1373280,,DOG,WHITE,GRAY,PIT BULL,FEMALE,2025-02-06T00:00:00,12 WEEKS,2025-02-14T00:00:00,NURSING,OWNER SUR,OTC,,2025-02-14T00:00:00,TRANSFER,,NURSING,,SAN JOSE,2025-02-14T00:00:00
11669,A1373286,,CAT,TABBY-BUFF,,DOMESTIC SH,NEUTERED,,NO AGE,2025-02-14T00:00:00,MED R,STRAY,OTC,,2025-02-22T00:00:00,RTF,,FERAL,ROEDER RD / AZUCAR AVE,SAN JOSE,2025-02-22T00:00:00
11670,A1373288,VICTORIA,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2024-02-18T00:00:00,1 YEAR 3 MONTHS,2025-02-14T00:00:00,MED R,STRAY,FIELD,,2025-03-03T00:00:00,RESCUE,,HEALTHY,1000 BLOCK VERMONT ST,SAN JOSE,2025-03-11T00:00:00
11671,A1373291,,CAT,GRAY,,DOMESTIC MH,SPAYED,2019-02-18T00:00:00,6 YEARS,2025-02-14T00:00:00,MED R,STRAY,OTC,,2025-02-20T00:00:00,ADOPTION,,,N FIRST ST / RYLAND PARK DR,SAN JOSE,2025-02-20T00:00:00
11672,A1373292,,BIRD,WHITE,GRAY,PIGEON,UNKNOWN,,NO AGE,2025-02-14T00:00:00,MED SEV,STRAY,OTC,,2025-02-16T00:00:00,RESCUE,,MED SEV,SAN CARLOS/BASCOM AVE,SAN JOSE,2025-02-16T00:00:00
11673,A1373293,VINNIE,CAT,BLACK,,DOMESTIC SH,NEUTERED,2021-02-18T00:00:00,4 YEARS,2025-02-14T00:00:00,MED R,STRAY,FIELD,,2025-03-07T00:00:00,ADOPTION,,MED R,1000 BLOCK VERMONT ST,SAN JOSE,2025-03-07T00:00:00
11674,A1373294,LILY OF THE FIELDS,CAT,PT-SEAL,,DOMESTIC LH,SPAYED,2017-04-17T00:00:00,8 YEARS,2025-02-14T00:00:00,HEALTHY,CONFISCATE,OWNER DIED,,2025-03-10T00:00:00,RESCUE,,HEALTHY,,MILPITAS,2025-03-10T00:00:00
11675,A1373295,,OTHER,GRAY,BLACK,RACCOON,UNKNOWN,,NO AGE,2025-02-14T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-14T00:00:00,DISPOSAL,,DEAD,CAPITOL AVE,SAN JOSE,2025-02-14T00:00:00
11676,A1373296,CAPULIN,DOG,BLACK,,LABRADOR RETR,NEUTERED,2023-08-15T00:00:00,1 YEAR 9 MONTHS,2025-02-15T00:00:00,HEALTHY,STRAY,OTC,,2025-03-01T00:00:00,ADOPTION,,HEALTHY,DOBERN AVE X MASSAR AVE,,2025-03-01T00:00:00
11677,A1373300,SLICK,CAT,ORANGE,,DOMESTIC SH,NEUTERED,2024-10-15T00:00:00,7 MONTHS,2025-02-15T00:00:00,MED R,STRAY,FIELD,,2025-03-07T00:00:00,RTF,,FERAL,2500 BLOCK BRENDFORD DR,SAN JOSE,2025-03-07T00:00:00
11678,A1373301,RONNIE,CAT,GRAY,WHITE,DOMESTIC SH,NEUTERED,2021-02-15T00:00:00,4 YEARS,2025-02-15T00:00:00,MED R,STRAY,FIELD,,2025-02-27T00:00:00,TRANSFER,,MED R,1300 BLOCK OF PALM STREET,SAN JOSE,2025-02-28T00:00:00
11679,A1373302,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2024-02-15T00:00:00,1 YEAR 3 MONTHS,2025-02-15T00:00:00,PREGNANT,STRAY,OTC,,2025-02-23T00:00:00,RTF,,FERAL,GRANT X PALM,SAN JOSE,2025-02-23T00:00:00
11680,A1373303,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2021-02-15T00:00:00,4 YEARS,2025-02-15T00:00:00,MED R,STRAY,FIELD,,2025-03-01T00:00:00,RTF,,BEH M,300 BLOCK KING RD,SAN JOSE,2025-03-01T00:00:00
11681,A1373305,,CAT,TABBY-ORG,,DOMESTIC SH,SPAYED,2022-02-18T00:00:00,3 YEARS,2025-02-15T00:00:00,PREGNANT,STRAY,OTC,,2025-02-20T00:00:00,RTF,,BEH M,LYNN AVE X MARSH ST,SAN JOSE,2025-02-20T00:00:00
11682,A1373312,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,2022-02-18T00:00:00,3 YEARS,2025-02-15T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,RTF,,FERAL,MATTOS AVE X MAUNA KEA LN,SAN JOSE,2025-02-21T00:00:00
11683,A1373313,,CAT,PT-FLAME,,DOMESTIC SH,NEUTERED,2022-02-18T00:00:00,3 YEARS,2025-02-15T00:00:00,BEH M,STRAY,OTC,,2025-02-20T00:00:00,RTF,,BEH M,CHATHAM CT X MIDDLEBURY WAY,SAN JOSE,2025-02-20T00:00:00
11684,A1373314,,CAT,GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-15T00:00:00,MED SEV,STRAY,OTC,,2025-02-15T00:00:00,EUTH,,MED SEV,1000 BLOCK TIMOTHY DR X MABURY RD,SAN JOSE,2025-02-15T00:00:00
11685,A1373321,,CAT,BLACK,,DOMESTIC SH,MALE,2022-02-18T00:00:00,3 YEARS,2025-02-15T00:00:00,BEH M,STRAY,OTC,,2025-02-24T00:00:00,EUTH,,MED SEV,5100 BLOCK GIUSTI DR / SNOW DR,SAN JOSE,2025-02-24T00:00:00
11686,A1373326,SAMOA,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-15T00:00:00,BEH R,STRAY,OTC,,2025-02-21T00:00:00,ADOPTION,,,SAN CARLOS/BUENA VISTA,SAN JOSE,2025-02-21T00:00:00
11687,A1373329,,CAT,TORTIE-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-15T00:00:00,PREGNANT,STRAY,OTC,,2025-02-20T00:00:00,RTF,,BEH M,BARLETTA LN X MADELINE DR,SAN JOSE,2025-02-20T00:00:00
11688,A1373330,,CAT,TABBY-ORG,WHITE,DOMESTIC MH,NEUTERED,,NO AGE,2025-02-15T00:00:00,MED EMERG,STRAY,MEDVET,,2025-02-18T00:00:00,DIED,,MED SEV,1700 BLOCK CAPE CORAL DR,SAN JOSE,2025-02-20T00:00:00
11689,A1373332,,DOG,GRAY,WHITE,PIT BULL,MALE,2021-02-19T00:00:00,4 YEARS,2025-02-15T00:00:00,MED R,STRAY,FIELD,,2025-02-19T00:00:00,EUTH,,MED EMERG,OAKLAND X CORIE,SAN JOSE,2025-02-19T00:00:00
11690,A1373333,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2024-02-18T00:00:00,1 YEAR 3 MONTHS,2025-02-15T00:00:00,MED R,STRAY,OTC,,2025-02-22T00:00:00,RTF,,FERAL,E SAN ANTONIO ST X S 28TH ST,SAN JOSE,2025-02-22T00:00:00
11691,A1373334,SMOKEY,DOG,GRAY,,FRENCH BULLDOG,MALE,2020-02-15T00:00:00,5 YEARS,2025-02-15T00:00:00,MED R,STRAY,OTC,,2025-03-20T00:00:00,ADOPTION,,MED R,YELLOWSTONE AVE/S PARK VICTORIA DR,MILPITAS,2025-03-20T00:00:00
11692,A1373335,BARRET,DOG,BLACK,WHITE,ALASK MALAMUTE,NEUTERED,2023-02-15T00:00:00,2 YEARS,2025-02-15T00:00:00,MED R,TRANSFER,SVACA,,2025-02-26T00:00:00,ADOPTION,,HEALTHY,WINFIELD BLVD / COLEMAN RD,SAN JOSE,2025-02-26T00:00:00
11693,A1373340,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,AUZERAIS X WILLIS,SAN JOSE,2025-02-15T00:00:00
11694,A1373341,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,E SAN ANTONIO X 34TH,SAN JOSE,2025-02-15T00:00:00
11695,A1373343,COCONUT,CAT,GRAY,,DOMESTIC MH,NEUTERED,2024-10-31T00:00:00,7 MONTHS,2025-02-15T00:00:00,MED R,STRAY,OTC,,2025-02-21T00:00:00,ADOPTION,,HEALTHY,MONTEREY RD/SOUTHSIDE DR,SAN JOSE,2025-02-22T00:00:00
11696,A1373344,,OTHER,BROWN,GRAY,SQUIRREL,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,7500 BLOCK HEATHERWOOD DR,CUPERTINO,2025-02-15T00:00:00
11697,A1373345,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,YOUNGS X RICHARDSON,SAN JOSE,2025-02-15T00:00:00
11698,A1373346,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,COX X HWY 85 (OVERPASS),SARATOGA,2025-02-15T00:00:00
11699,A1373347,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,MCCOVEY X EAST HILLS,SAN JOSE,2025-02-15T00:00:00
11700,A1373348,,OTHER,BLACK,GRAY,RACCOON,UNKNOWN,,NO AGE,2025-02-15T00:00:00,MED EMERG,WILDLIFE,FIELD,,2025-02-15T00:00:00,EUTH,,MED EMERG,900 BLOCK COE,SAN JOSE,2025-02-21T00:00:00
11701,A1373349,SOFIE,DOG,TAN,WHITE,CHIHUAHUA SH,SPAYED,,NO AGE,2025-02-15T00:00:00,HEALTHY,STRAY,FIELD,,2025-02-16T00:00:00,RTO,,HEALTHY,REDMOND X ALMADEN,SAN JOSE,2025-02-16T00:00:00
11702,A1373350,,DOG,BLACK,WHITE,MALTESE,MALE,2020-02-19T00:00:00,5 YEARS,2025-02-15T00:00:00,HEALTHY,STRAY,FIELD,,2025-02-20T00:00:00,DIED,,MED SEV,1900 BLOCK TULLY ROAD,SAN JOSE,2025-02-22T00:00:00
11703,A1373351,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,HERRIMAN X OAK HOLLOW,SARATOGA,2025-02-15T00:00:00
11704,A1373352,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-15T00:00:00,DISPOSAL,,DEAD,PORTOLA DR / S PARK VICTORIA,MILPITAS,2025-02-15T00:00:00
11705,A1373353,,OTHER,RED,BLACK,FOX,UNKNOWN,,NO AGE,2025-02-15T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,UMBARGER / MCLAUGHLIN,SAN JOSE,2025-02-16T00:00:00
11706,A1373354,,CAT,GRAY,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,STEINBECK DR / SANTA TERESA BLVD,SAN JOSE,2025-02-16T00:00:00
11707,A1373355,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,ALVARADO CT / COLEMAN RD,SAN JOSE,2025-02-16T00:00:00
11708,A1373363,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2020-02-18T00:00:00,5 YEARS,2025-02-16T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,BENDMILL WAY/MCLAUGHLIN,SAN JOSE,2025-02-22T00:00:00
11709,A1373365,,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2020-02-18T00:00:00,5 YEARS,2025-02-16T00:00:00,BEH M,STRAY,OTC,,2025-02-25T00:00:00,RTF,,BEH M,GIANNOTTA WAY / N CAPITOL EXPY,SAN JOSE,2025-02-25T00:00:00
11710,A1373366,HAZEL,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2024-02-18T00:00:00,1 YEAR 3 MONTHS,2025-02-16T00:00:00,BEH M,STRAY,OTC,,2025-02-28T00:00:00,ADOPTION,,,DENNIS AVE/N TEMPLE DR,MILPITAS,2025-02-28T00:00:00
11711,A1373368,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,2012-02-18T00:00:00,13 YEARS,2025-02-16T00:00:00,MED R,STRAY,OTC,,2025-02-18T00:00:00,EUTH,,MED SEV,PREVOST ST/DOROTHY,SAN JOSE,2025-02-18T00:00:00
11712,A1373369,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,2021-02-18T00:00:00,4 YEARS,2025-02-16T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,CAMERON PL / CAMERON CIR,MILPITAS,2025-02-22T00:00:00
11713,A1373373,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2024-09-19T00:00:00,8 MONTHS,2025-02-16T00:00:00,MED R,STRAY,MEDVET,,2025-02-27T00:00:00,TRANSFER,,MED R,1500 BLK ALUM ROCK,SAN JOSE,2025-02-28T00:00:00
11714,A1373376,,CAT,BLACK,,DOMESTIC SH,NEUTERED,2021-02-18T00:00:00,4 YEARS,2025-02-16T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,NIEVES ST / NIVES CT,MILPITAS,2025-02-22T00:00:00
11715,A1373379,KOJOTE,CAT,TABBY-BRN,,DOMESTIC SH,NEUTERED,2022-02-18T00:00:00,3 YEARS,2025-02-16T00:00:00,HEALTHY,STRAY,OTC,,2025-02-26T00:00:00,ADOPTION,,HEALTHY,COYOTE RD/DELRIDGE DR,SAN JOSE,2025-02-26T00:00:00
11716,A1373380,COYOTL,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2021-02-18T00:00:00,4 YEARS,2025-02-16T00:00:00,HEALTHY,STRAY,OTC,,2025-02-26T00:00:00,ADOPTION,,HEALTHY,COYOTE RD/DELRIDGE DR,SAN JOSE,2025-02-26T00:00:00
11717,A1373381,,CAT,BLACK,,DOMESTIC MH,UNKNOWN,,NO AGE,2025-02-16T00:00:00,NURSING,STRAY,OTC,,2025-02-16T00:00:00,RESCUE,,MED R,BERRYESSA RD / BERRYESSA STATION WAY,SAN JOSE,2025-02-16T00:00:00
11718,A1373383,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-02-16T00:00:00,MED SEV,WILDLIFE,FIELD,,2025-02-16T00:00:00,TRANSFER,,MED SEV,MABURY SQ X MABURY RD,SAN JOSE,2025-02-16T00:00:00
11719,A1373385,,OTHER,BROWN,ORANGE,GUINEA PIG,MALE,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-16T00:00:00,DISPOSAL,,DEAD,S 21ST ST / BROOKWOOD AVE,SAN JOSE,2025-02-16T00:00:00
11720,A1373387,SUGAR,CAT,BLACK,WHITE,DOMESTIC SH,FEMALE,2021-02-16T00:00:00,4 YEARS,2025-02-16T00:00:00,DEAD,DISPO REQ,OTC OWNED,,2025-02-16T00:00:00,DISPOSAL,,DEAD,,SAN JOSE,2025-02-16T00:00:00
11721,A1373388,,DOG,BROWN,,CHIHUAHUA SH,MALE,,NO AGE,2025-02-16T00:00:00,MED SEV,STRAY,OTC,,2025-02-16T00:00:00,EUTH,,MED SEV,THIRD/KEYES,SAN JOSE,2025-04-01T00:00:00
11722,A1373389,,CAT,CALICO-TRI,ORANGE,DOMESTIC SH,SPAYED,2024-02-18T00:00:00,1 YEAR 3 MONTHS,2025-02-16T00:00:00,PREGNANT,STRAY,,,2025-02-19T00:00:00,RTF,,FERAL,SNELL AVE X THE WOODS,SAN JOSE,2025-02-19T00:00:00
11723,A1373392,,OTHER,BROWN,WHITE,SQUIRREL,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,MILLER AVE / DORCHESTER DR,SARATOGA,2025-02-16T00:00:00
11724,A1373393,MAX,DOG,TAN,BLACK,PUG,NEUTERED,2024-05-18T00:00:00,1 YEAR,2025-02-16T00:00:00,HEALTHY,STRAY,OTC,,2025-02-21T00:00:00,ADOPTION,,,S 22ND ST / WILLIAMS ST,SAN JOSE,2025-02-21T00:00:00
11725,A1373394,RUBY,DOG,TAN,BLACK,PUG,SPAYED,2024-05-18T00:00:00,1 YEAR,2025-02-16T00:00:00,HEALTHY,STRAY,OTC,,2025-02-22T00:00:00,ADOPTION,,HEALTHY,S 22ND ST / WILLIAMS ST,SAN JOSE,2025-02-22T00:00:00
11726,A1373395,SATSUMA,OTHER,BROWN,WHITE,GUINEA PIG,FEMALE,2022-02-16T00:00:00,3 YEARS,2025-02-16T00:00:00,HEALTHY,STRAY,OTC,,2025-03-22T00:00:00,ADOPTION,,HEALTHY,MONTPERE WAY,SARATOGA,2025-03-22T00:00:00
11727,A1373396,,CAT,PT-LILAC,,DOMESTIC SH,FEMALE,,NO AGE,2025-02-16T00:00:00,HEALTHY,STRAY,FOUND,,2025-02-16T00:00:00,FOUND ANIM,,HEALTHY,MIAMI DR / BAHAMA WAY,SAN JOSE,2025-03-04T00:00:00
11728,A1373397,,CAT,PT-LYNX,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-16T00:00:00,MED SEV,STRAY,OTC,IP ADOPT,2025-02-18T00:00:00,EUTH,,MED SEV,SPOKANE DR/BAYARD DR,SAN JOSE,2025-02-18T00:00:00
11729,A1373403,,OTHER,BLACK,WHITE,SKUNK,UNKNOWN,,NO AGE,2025-02-16T00:00:00,MED SEV,WILDLIFE,FIELD,,2025-02-16T00:00:00,TRANSFER,,MED SEV,GURDWARA X CHABOYA,SAN JOSE,2025-02-16T00:00:00
11730,A1373404,,OTHER,BROWN,,RACCOON,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,OTC,,2025-02-16T00:00:00,DISPOSAL,,DEAD,RUBY AVE/RUBY CT,SAN JOSE,2025-02-16T00:00:00
11731,A1373409,,DOG,CREAM,TAN,CAIRN TERRIER,FEMALE,2022-02-16T00:00:00,3 YEARS,2025-02-16T00:00:00,MED M,STRAY,OTC,,2025-03-01T00:00:00,RESCUE,,MED M,SAN CARLOS / MERIDIAN,SAN JOSE,2025-03-01T00:00:00
11732,A1373416,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,SAN ANSELMO WAY / SAN IGNACIO AVE,SAN JOSE,2025-02-16T00:00:00
11733,A1373417,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-16T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-16T00:00:00,DISPOSAL,,DEAD,ESCUELA X PARVIN,MILPITAS,2025-02-16T00:00:00
11734,A1373418,BO,DOG,TAN,,PIT BULL,MALE,2021-02-19T00:00:00,4 YEARS,2025-02-17T00:00:00,MED R,STRAY,FIELD,,2025-02-19T00:00:00,RTO,,HEALTHY,FRUITDALE AVE / LEIGH AVE,SAN JOSE,2025-02-19T00:00:00
11735,A1373419,,CAT,ORANGE,,DOMESTIC SH,MALE,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,MCLAUGHLIN AVE/ LOUPE,SAN JOSE,2025-02-18T00:00:00
11736,A1373420,,CAT,TORBI-BRN,WHITE,DOMESTIC SH,FEMALE,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,1100 BLOCK KELDON DR,SAN JOSE,2025-02-18T00:00:00
11737,A1373421,,CAT,TABBY-ORG,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,TOYON AVE/ SELBY ST,SAN JOSE,2025-02-18T00:00:00
11738,A1373422,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,AUTUMN PKWY/ COLEMAN AVE,SAN JOSE,2025-02-18T00:00:00
11739,A1373423,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,MED R,STRAY,OTC,IP ADOPT,2025-02-18T00:00:00,RTF,,BEH M,N ALMADEN AVE,SAN JOSE,2025-02-18T00:00:00
11740,A1373424,,CAT,GRAY,WHITE,DOMESTIC LH,MALE,2018-02-18T00:00:00,7 YEARS,2025-02-18T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,N 22ND X JACKSON,SAN JOSE,2025-02-18T00:00:00
11741,A1373425,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2024-11-18T00:00:00,6 MONTHS,2025-02-18T00:00:00,MED R,STRAY,MEDVET,,2025-02-27T00:00:00,TRANSFER,,MED R,SILVER CREEK X CAPITOL EXPY,SAN JOSE,2025-02-28T00:00:00
11742,A1373426,,CAT,WHITE,,SCOTTISH FOLD,SPAYED,2016-02-27T00:00:00,9 YEARS,2025-02-18T00:00:00,MED R,STRAY,MEDVET,,2025-02-28T00:00:00,RESCUE,,MED R,300 BLK ATLANTA,SAN JOSE,2025-02-28T00:00:00
11743,A1373427,PRINCE PHILLIP,CAT,BLACK,,DOMESTIC SH,NEUTERED,2020-02-18T00:00:00,5 YEARS,2025-02-18T00:00:00,MED R,STRAY,MEDVET,IP ADOPT,2025-04-04T00:00:00,ADOPTION,,HEALTHY,1400 BLK IRIS CT,SAN JOSE,2025-04-04T00:00:00
11744,A1373428,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2023-02-18T00:00:00,2 YEARS,2025-02-18T00:00:00,MED R,STRAY,MEDVET,,2025-02-21T00:00:00,RTF,,BEH M,1500 BLK WABASH,SAN JOSE,2025-02-21T00:00:00
11745,A1373429,,CAT,TABBY-BRN,,DOMESTIC MH,MALE,2017-02-18T00:00:00,8 YEARS,2025-02-18T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,1300 BLK SIPPOLA,SAN JOSE,2025-02-18T00:00:00
11746,A1373430,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-18T00:00:00,DEAD,DISPO REQ,FIELD,,2025-02-18T00:00:00,DISPOSAL,,DEAD,N MILPITAS X ESCUELA,MILPITAS,2025-02-18T00:00:00
11747,A1373442,,CAT,GRAY,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,VEGAS AVE X BOULDER ST,MILPITAS,2025-02-22T00:00:00
11748,A1373448,,CAT,ORANGE,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,LYNN AVE / KNOX AVE,SAN JOSE,2025-02-22T00:00:00
11749,A1373450,,CAT,TORTIE-B\O,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-26T00:00:00,RTF,,BEH M,DREXEL WAY / SHERLOCK DR,SAN JOSE,2025-02-26T00:00:00
11750,A1373456,,CAT,TORBI-DIL,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,PREGNANT,STRAY,OTC,,2025-02-21T00:00:00,RTF,,BEH M,BATON ROUGE DR / N CAPITOL AVE,SAN JOSE,2025-02-21T00:00:00
11751,A1373457,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,BEH M,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,ASHMONT DR / GIRAUDO DR,SAN JOSE,2025-02-22T00:00:00
11752,A1373458,,CAT,BLACK,WHITE,DOMESTIC SH,SPAYED,,NO AGE,2025-02-18T00:00:00,PREGNANT,STRAY,OTC,,2025-02-22T00:00:00,RTF,,BEH M,HOME GATE DR X OCALA AVE,SAN JOSE,2025-02-22T00:00:00
11753,A1373459,,DOG,WHITE,,CAIRN TERRIER,UNKNOWN,,NO AGE,2025-02-12T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,BLK 31000 CUNNINGHAM LAKE,SAN JOSE,2025-02-18T00:00:00
11754,A1373460,,DOG,TAN,,FRENCH BULLDOG,FEMALE,,NO AGE,2025-02-08T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,DIED,,MED SEV,TAYLOR X COLEMAN,SAN JOSE,2025-02-20T00:00:00
11755,A1373461,,CAT,WHITE,,DOMESTIC SH,UNKNOWN,,NO AGE,2025-02-07T00:00:00,MED SEV,STRAY,MEDVET,,2025-02-18T00:00:00,EUTH,,MED SEV,BLK 1100 STEEPLECHASE LN,CUPERTINO,2025-02-18T00:00:00
